Name,brand,rating,no_rating,key_benefit
SBL Bismuthum Sub Nitricum Dilution 12 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Camphora Dilution 12 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
ADEL Rhus Tox Dilution 6,Adel Pekana Germany,4.6,61 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Boiron Causticum Pellets 1M,Boiron Laboratories Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Allen Anti Psoriasis Combo (A27 + Derma Plus Cream),Allen Homoeo & Herbal Products Ltd,,,[]
Dr. Reckeweg Lycopus Virg Dilution 30 CH,Dr Reckeweg & Co,,,[]
Bjain Sarsaparilla Globules 0/8 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Chininum Ars Dilution 6 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Acidum Phosphoricum Dilution 50M CH,Bjain Pharmaceuticals Pvt. Ltd.,4.4,37 Ratings,"['', '', '', '', '', '', '', '']"
Bjain Lithium Carbonicum Dilution 30 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Kali Nitricum Trituration Tablet 3X,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Cocculus Indicus Dilution 6X,Bjain Pharmaceuticals Pvt. Ltd.,4.4,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Kali Bichromicum Dilution 10M CH,Dr Willmar Schwabe India Pvt Ltd,4.5,108 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Mercurius Percipitatus Ruber Dilution 200 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
ADEL Baryta Carb Dilution 200,Adel Pekana Germany,4.2,26 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Lobelia Inflata Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Bjain Omeo Arthritis Syrup,Bjain Pharmaceuticals Pvt. Ltd.,4.2,31 Ratings,[]
Doliosis D1 Detoxifier Drop,Doliosis Homoeo Pharma Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Lac Caninum Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Sett Dey Badiaga Dilution 30,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Strophanthus Kombe Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Acidum Citricum Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Quercus Robur Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Haslab Drox 19 Migronol Drop,HASLAB,,,[]
SBL Tuberculinum 0/30 LM,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Capsicum Annuum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,4.6,10 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Acidum Phosphoricum Dilution 12C,Bjain Pharmaceuticals Pvt. Ltd.,4.4,37 Ratings,"['', '', '', '', '', '', '', '']"
Wheezal Kali Bichromicum Globules 0/7 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Dr Willmar Schwabe India Calcarea Picrata Dilution 10M CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Baryta Muriatica Globules 0/16 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Pioneer Pharma Hyoscyamus Niger Globules Pellet Multidose Pills 6 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '']"
Medisynth Alfabetic Forte Tonic,Medisynth Chemicals Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Agaricus Emeticus Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Sabina Globules 0/3 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Hepar Sulphur Globules 0/22 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
SBL Bio-Combination 15 Tablet,SBL Pvt Ltd,4.5,103 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Nitricum Dilution (30ml Each) 12,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '']"
Dr Willmar Schwabe India Triticum Repens Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Veratrum Viride Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Haslab HC 79 Physiological Complex Tablet,HASLAB,,,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Iodium 0/11 LM,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Antimonium Sulphuratum Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
Bjain Natrum Muriaticum Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,4.7,35 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Acidum Oxalicum Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,4.2,15 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Calcarea Renalis Trituration Tablet 3X,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Bjain Sepia Globules 0/27 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Atista Radix Dilution 6X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Bjain Arsenicum Sulphuratum Flavum Dilution 30C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
SBL Tabacum Dilution 3 CH,SBL Pvt Ltd,4.2,37 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Lord's Mangifera Indica Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy V33 Cough Drop,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Angustura Vera Dilution 30 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Gnaphalium Uliginosum Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Sanguinarinum Nitricum Dilution CM CH,Dr Reckeweg & Co,4.6,14 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Sett Dey Sabina Dilution 1M,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '', '']"
SBL Arsenic Sulphuratum Flavum Dilution 6 CH,SBL Pvt Ltd,4.5,42 Ratings,[]
ADEL Guaiacum Dilution 30,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Dolichos Pruriens Mother Tincture Q,LDD Bioscience Pvt Ltd,,,[]
Bio India Bach Flower Pine,Bio-India Pharma Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Bjain Quercus Glandium Spiritus Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
LDD Bioscience Sticta Pulmonaria Dilution 30 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
ADEL Euphrasia Dilution 10M,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '']"
SBL Gossypium Herbaceum Dilution 200 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Cineraria Maritima Dilution CM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Bjain Dulcamara Globules 0/21 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Lord's Suilla Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Achyranthes CM,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Digitalis Purpurea Dilution 50M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Gelsemium Sempervirens Dilution 200 CH,Dr Reckeweg & Co,4.6,295 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Strontium Bromatum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Hamamelis Virginica Globules 0/20 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Bjain Pulsatilla Nigricans Dilution 30 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,46 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Antimonium Crudum Dilution CM,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
Dr. Reckeweg Baryta Carbonicum Trituration Tablet 3X,Dr Reckeweg & Co,5,14 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Guarana Dilution 30 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Allium Sativum Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,4.8,10 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Calcarea Phosphorica Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
LDD Bioscience Cocculus Indicus Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Erigeron C. Dilution 1M,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '']"
SBL Rheum Dilution 1000 CH,SBL Pvt Ltd,4.1,11 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Crotalus Cascavella Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
SBL Sinapis Alba Dilution 1000 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Rhododendron Chrysanthum Dilution 6 CH,Dr Willmar Schwabe India Pvt Ltd,4.6,26 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bahola Cofil Tonic,Bahola Labs,,,"['', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Drosera R Dilution 30,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Sparteinum Sulphuricum Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Lord's Cactus Grand Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Aceticum Dilution (30ml Each) 30 CH,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Euphorbium Dilution 12C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bjain Castanea Vesca Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '']"
Wheezal Hekla Lava Dental Dental Gel,Wheezal Homoeo Pharma,4.5,91 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Stramonium Globules 0/9 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Galphimia Glauca Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,4.8,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Lycopodium Clavatum Mother Tincture Q,SBL Pvt Ltd,4.4,46 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Monotropa Uniflora Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
ADEL Taraxacum Officinale Dilution 30 CH,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '']"
Bjain Gelsemium Sempervirens Globules 0/18 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
LDD Bioscience Aalserum Dilution 30 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Mephitis Mephitica Dilution 30 CH,SBL Pvt Ltd,4.3,18 Ratings,"['', '', '', '', '', '', '', '']"
Similia Rlpl Lavender Hair Oil (120ml Each),Similia Research Laboratory Pvt. Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Clematis Erec Dilution 6 CH,Dr Reckeweg & Co,4.4,24 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Lycopodium Clavatum Globules 0/22 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Echinacea Angustifolia Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,4.2,10 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Ignatia Amara Dilution 6 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Kali Ars. Dilution 10M,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Lachnanthes Dilution 30 CH,Dr Reckeweg & Co,4.6,15 Ratings,[]
Dr. Majumder Homeo World Acidum Muriaticum Dilution (30ml Each) 30,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bio India Complex 22 Thyroid intoxication Drop,Bio-India Pharma Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Indium Metallicum Dilution CM,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Bjain Spongia Tosta Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,4.6,22 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Rhamnus Frangula Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Zingiber Off Dilution 200 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Medisynth Causticum Dilution 200,Medisynth Chemicals Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Ficus Indica Dilution 6 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '']"
Bakson's Homeopathy Equisetum Hyemale Dilution 3X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
Dr Willmar Schwabe India Cornus Florida Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
LDD Bioscience Graphitis 3X,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '']"
LDD Bioscience Thiosinaminum Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Similia Hydrastis Can Dilution 30 CH,Similia Homoeo Laboratory,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Thuja Occidentalis (Ext.) Mother Tincture Q,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Sterculia Accuminata Mother Tincture Q,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Cantharis Dilution 200 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bjain Selenium Dilution 12 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.4,32 Ratings,"['', '', '', '', '', '', '', '', '']"
Sett Dey Calcarea Phosphorica Dilution 30,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '']"
SBL Aegle Folia Dilution 6 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Boiron Acidum Sulphuricum Pellets 30C,Boiron Laboratories Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Cimicifuga R Dilution 30 CH,Dr Reckeweg & Co,4.6,29 Ratings,"['', '', '', '', '', '', '', '', '']"
LDD Bioscience Mancinella Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Helonias Dioica Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Medisynth Calcarea Carbonica Dilution 200,Medisynth Chemicals Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Cina Globules 0/7 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Aesculus Hippocastanum (Ext) Mother Tincture Q,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bjain Aesculus Hippocastanum Globules 0/25 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Argentum Metallicum Globules 0/28 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Rxhomeo Cro talus Hor 200C,Rxhomeo Private Limited,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Sett Dey Sd-26 Drop,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Organon Belladonna Dilution 1M,Organon Homoeo Laboratory Pvt Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Typhoidiunum Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Cyclamen Europaeum Dilution 10M,Wheezal Homoeo Pharma,,,[]
Bjain Pyrogenium Dilution 200 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.8,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Sempervivum Dilution 3X,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Ginkgo Biloba Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Aralia Racemosa Globules 0/2 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Tussilago Farfara Dilution 50M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Aralia Racemosa Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,4.4,10 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Adonis Vernalis Dilution 12 CH,SBL Pvt Ltd,,,[]
Dr. Majumder Homeo World Acidum Phosphoricum Dilution (30ml Each) 200,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Aluminium Metallicum Dilution 30,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Cydonia Vulgaris Dilution 10M,Wheezal Homoeo Pharma,,,[]
ADEL Daphne Ind Dilution 200,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Lord's Calc Sulph Biochemic Tablet 6X,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Anthracinum Dilution 6 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Gallicum Dilution (30ml Each) 3,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Acidum Sulphuricum Dilution 30 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Santoninum Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Super Tonic,Bakson Drugs & Pharmaceuticals Pvt. ltd.,3.6,69 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Sabadilla Dilution 6,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
SBL Cucurbita Pepo Dilution 200 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Wheezal Petroleum Globules 0/3 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Symphytum Officinale Dilution 3X,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
SBL Crataegus Oxyacantha Dilution 200 CH,SBL Pvt Ltd,4.5,33 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bio India Natrum Sulphuricum Biochemic Tablet 3X,Bio-India Pharma Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Sett Dey Staphysagria Dilution 1M,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Natrum Muriaticum Biochemic Tablet 12X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,4.4,12 Ratings,"['', '', '', '', '', '', '']"
Bjain Anacardium Orientale Globules 0/28 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Chloralum Dilution CM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '']"
Haslab HC 43 Selenium Complex Tablet,HASLAB,4.3,11 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acalypha Indica Dilution (30ml Each) 12 CH,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '']"
SBL Heliotropium Peruvianum Dilution 30 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Bryophylum Calcinum(30ml Each) 50M,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience LD 15 Cardiac Arrhythmia Drop,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Digitalinum Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Ammi Visnaga CM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Phytolacca Dec Dilution 50M CH,Dr Reckeweg & Co,4.5,56 Ratings,"['', '', '', '', '', '', '', '', '']"
SBL Phytolacca Berry Dilution 200 CH,SBL Pvt Ltd,4.5,98 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Conium Maculatum Globules 0/59 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Dr. Reckeweg Ammonium Carb Dilution CM CH,Dr Reckeweg & Co,4.6,29 Ratings,"['', '', '', '', '', '', '', '']"
Wheezal Mercurius Solubilis Dilution 0/19 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Lord's Bellis Perennis Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Carbolicum 10M,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Andrographis Paniculata Dilution 1000 CH,SBL Pvt Ltd,4.8,15 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Cina Dilution 10M CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
ADEL 73 Mucan Drop,Adel Pekana Germany,4.4,62 Ratings,[]
Bjain Boerhaavia Diffusa Dilution 6X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Arbus Precatorius Dilution (30ml Each) 200 CH,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '']"
Dr Willmar Schwabe India Selenium Dilution 6 CH,Dr Willmar Schwabe India Pvt Ltd,4.3,61 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Pepsinum Trituration Tablet 3X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
ADEL Melilotus Off. Mother Tincture Q,Adel Pekana Germany,,,"['', '', '', '', '', '', '']"
Wheezal Mercurius Iodatus Ruber Dilution 30,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
LDD Bioscience Phytolacca B Dilution 200,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '']"
Nipco N28 Detoxonip Drop (30ml Each),Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '']"
"Dr. Romas Homeopathy HD-36 Fissure, 2 Bottles of 2 Dram",Dr. Romas Homeopathy,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Amazohealth Thyroheal Pill,Amazohealth,,,"['', '', '', '', '', '', '']"
LDD Bioscience Bio-Combination 5 Coryza Tablet,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Bromium Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Stramonium Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Bakson's Homeopathy Dr. Bakshi's Flower Remedies Agrimony 6,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
